flow,reno,dctcp,risk_ecn
short1,491.28260389147783,481.29092275003796,453.1649120795372
short2,491.28260389147783,481.29092275003796,453.1649120795372
long1,8.717396108521763,18.709077249962096,46.83508792046326
long2,8.717396108521763,18.709077249962096,46.83508792046326
