algorithm,avg_queue,p99_queue,total_throughput,fairness
reno,72.71489916234827,111.74825502596683,999.9999999999991,0.5177385728426631
dctcp,84.75066933073366,152.33419202259725,1000.0000000000001,0.538814047770116
risk_ecn,54.658789002165996,108.67307017640597,1000.0000000000009,0.6022588184321612
