algorithm,avg_queue,p99_queue,total_throughput,fairness
reno,52.45288633123008,161.21242187500002,1667.685777751324,0.5562349106984534
dctcp,74.13453450691325,300.0,1669.4812809774844,0.5574315623055953
risk_ecn,43.38203473512456,266.8264314053048,1660.9904215316535,0.5517698360330116
